distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
11.87959655,0.956604846,0.667032114,1,0,0,1,0
15.71557153,2.485961501,1.140645243,1,0,0,1,0
8.983575179,43.5480209,0.413976986,1,0,0,1,0
4.107474332,0.234480873,1.197594021,1,1,0,1,0
0.986526673,1.34657983,0.338370447,0,1,1,1,0
12.50135461,1.295059099,0.271244647,1,1,0,1,0
16.36139334,1.304575549,0.354951294,1,0,0,0,0
6.155221852,0.115206091,0.150743353,1,0,0,1,0
4.615295488,2.543888692,2.448542296,1,1,0,0,0
1.165438054,0.427771148,0.387133501,0,1,0,0,0
21.48795415,4.571477955,1.089726209,1,1,0,0,0
3.243220973,0.136287616,0.392384684,1,1,1,1,0
30.40175172,0.874783723,3.566232982,1,1,0,0,0
6.874637138,0.452991659,0.456559504,1,0,0,0,0
65.13676153,7.535416781,2.004514535,1,0,0,0,0
2.745911392,1.462895387,0.213477113,1,0,1,1,0
1.26238309,0.733065897,2.017037949,0,1,0,0,0
4.604438836,3.560289505,0.394620036,1,0,0,0,0
48.11518025,5.549335096,1.466416424,1,1,0,1,0
21.83855508,6.5086589,6.115358459,1,1,0,0,0
3.481770548,52.48611754,1.265479154,1,0,0,0,0
3.619130104,1.073361346,0.718756379,1,0,0,1,0
108.4942752,0.219534907,0.52662898,1,0,0,0,0
24.09543651,0.94848908,1.724326232,1,1,1,1,0
10.86275538,0.08043314,2.018038301,1,0,0,0,0
4.308425476,0.06543849,0.893159662,1,0,0,1,0
20.16548638,0.365266255,1.620911489,1,1,0,1,0
6.704033898,1.175381157,0.807611033,1,0,0,1,0
0.610664473,0.130199113,1.672504372,0,0,0,1,0
38.16236464,0.792642375,0.591005449,1,0,0,1,0
6.934332323,0.29068521,12.06153911,1,0,0,1,1
1.767216831,0.99933212,0.460324316,0,1,0,1,0
6.393200558,0.245251869,2.003365174,1,0,0,0,0
0.249535031,2.632666869,2.285410705,0,0,0,1,0
13.54709434,0.461994655,1.237484883,1,0,1,0,0
12.21741148,0.198589737,1.351233731,1,0,0,0,0
14.92542316,15.84195654,9.99757074,1,1,0,1,1
15.23421042,1.098501815,0.131398655,1,0,0,1,0
5.803831114,16.51611417,1.348111608,1,0,0,0,0
2.485201495,0.301518834,3.007829798,1,0,0,0,0
1.137040448,9.829347605,2.403333769,0,0,0,0,0
8.988167414,1.8184131,0.703846057,1,0,0,0,0
81.96015945,0.123191453,0.134050217,1,1,0,1,0
2.609925411,0.536852566,1.135446273,1,0,0,1,0
22.3501487,9.397082474,0.617592166,1,0,0,1,0
168.6173146,1.574953695,0.274835712,1,0,0,1,1
30.46339726,0.073137812,2.757891799,1,0,0,0,0
1.014680625,0.328810663,0.564312862,0,0,0,1,0
9.80008035,52.91434801,0.753735288,1,0,0,1,1
4.443934069,1.284069368,3.017563692,1,1,0,0,0
1.339207251,0.763500792,1.156271238,0,1,0,0,0
16.59589486,0.438330135,2.331241928,1,1,1,0,0
8.875937739,1.576250521,0.10849516,1,0,1,1,0
4.955838428,3.248511331,0.239687289,1,1,0,1,0
26.59766487,6.044493599,0.287975259,1,0,0,1,0
32.35993515,1.447069211,1.371060403,1,0,0,1,0
0.493234145,0.155963583,0.165560617,0,0,0,1,0
45.08698299,0.066672526,5.179522619,1,0,0,1,1
717.7070017,0.105873873,0.43230389,1,1,0,1,0
1.660070705,0.76856895,3.516676406,0,0,1,1,0
7.694434719,2.964339432,1.022616654,1,0,0,0,0
21.50867077,0.376539946,5.592754523,1,0,0,1,1
3.447938765,0.106163225,0.949233141,1,0,0,0,0
1.891227845,1.535899099,0.89335726,0,0,0,0,0
2.008472259,12.82718552,0.366855482,1,0,0,0,0
0.892522945,0.265861868,14.34525604,0,1,0,1,1
2.796720924,0.24343511,0.088981535,1,1,0,1,0
68.77882157,0.402759951,0.470732629,1,0,1,0,0
28.42285756,0.67874289,0.522492051,1,0,0,1,0
18.61443067,1.621663164,1.396126081,1,0,0,1,0
50.41643077,1.27983859,1.093176598,1,1,0,0,0
5.812578253,0.088500674,3.765827806,1,1,0,1,0
2.578246847,7.515671212,4.762282863,1,0,1,1,0
2.660702931,0.318455215,2.159110147,1,1,0,1,0
7.969541953,1.480478162,1.866879486,1,0,0,1,0
17.94075667,0.133690204,1.400288262,1,0,1,1,0
6.627572617,6.624862876,0.998436407,1,0,0,1,0
23.07239184,0.268346361,1.517409859,1,1,0,1,0
1.213884475,1.085303253,0.197536237,0,1,0,1,0
5.08312807,99.27539993,0.888229752,1,0,0,0,0
5.264612361,0.204473332,0.691652099,1,0,0,1,0
220.1984739,1.868641747,1.169849325,1,0,0,1,1
86.01589981,0.127846918,0.482581555,1,0,0,1,0
16.71510276,5.989381749,0.662603062,1,0,0,0,0
8.588622374,0.131657418,1.196598753,1,0,0,1,0
21.22951591,0.389689409,0.398456143,1,0,0,0,0
2.930084788,2.784396803,0.567740449,1,0,1,1,0
7.093198243,6.317088606,0.406227814,1,1,0,1,0
18.18600793,1.647878691,0.510971051,1,1,0,1,0
7.491539832,0.012017384,0.962960031,1,0,0,1,0
8.171199476,12.36859468,0.995751682,1,0,0,1,0
4.178691317,33.92300674,0.622794217,1,0,1,0,0
3.463763304,0.046153063,4.796750925,1,1,0,1,1
23.38397854,0.07762155,0.3502337,1,0,0,1,0
60.0506018,10.17811736,0.558497777,1,0,1,1,0
193.3768328,0.024375775,0.377231031,1,0,0,0,0
69.82318648,0.571639851,0.348146908,1,0,0,1,0
5.958154458,1.950266834,0.69066147,1,1,1,0,0
0.740811572,0.140655471,1.329487914,0,0,0,1,0
2.222077694,4.367564108,2.027953531,1,0,0,1,0
1.484511481,0.810935623,1.377340722,0,0,0,0,0
13.30105913,5.060012488,0.133799097,1,1,0,1,0
0.122365876,0.005980833,0.236136857,0,0,0,0,0
17.05105395,0.45359131,0.118996622,1,0,0,1,0
68.82457411,1.577759507,0.936591276,1,0,0,0,0
18.17989464,0.16672748,5.321820555,1,0,0,1,1
14.13006,1.032904353,0.708396944,1,0,0,1,0
72.66530545,2.822258584,0.496596145,1,1,0,1,0
5.135711166,0.031080839,0.966745288,1,0,0,1,0
1.909119789,0.803067247,0.736557762,1,1,0,1,0
3.656956186,5.186385934,1.320783874,1,0,0,1,0
3.287558709,0.610613872,0.136473775,1,1,0,1,0
2.606828953,3.50688669,2.124741129,1,0,0,0,0
100.459754,0.853071845,2.015955335,1,1,1,1,0
13.95242224,3.826323605,1.434725048,1,0,0,0,0
25.81119042,0.406420558,10.20460063,1,0,0,0,0
73.07926909,3.117530413,1.121924053,1,0,0,1,0
19.92008595,0.235461338,0.291306789,1,0,0,0,0
26.58890452,6.028168961,5.556075981,1,0,0,1,1
5.679733658,0.025090302,0.31225535,1,1,0,1,0
1.550440907,0.729941585,0.487512077,0,0,0,1,0
22.64437034,4.068327461,7.49848559,1,0,1,0,0
49.55594226,0.016583679,0.525635501,1,0,0,0,0
45.73047488,1.080727962,1.402613859,1,1,0,1,0
5.236156371,50.91306909,0.695972446,1,0,0,1,1
2.521094035,0.206203284,1.974659518,1,1,0,1,0
4.491338063,4.698421292,2.182846716,1,0,0,1,0
3.904700754,9.50261582,2.112614715,1,1,0,1,0
19.6460301,0.151259406,0.372104061,1,1,1,1,0
21.28182038,0.58410972,0.512393096,1,1,0,0,0
19.06907001,19.37419026,0.615543875,1,0,0,0,0
5.388220383,2.62220286,7.550958647,1,0,0,0,0
2.14722435,10.72660996,5.216660458,1,0,0,0,0
21.23385583,6.527726183,0.933502518,1,0,0,1,0
892.1243664,10.39515644,1.404057752,1,0,0,1,1
2.2960686,0.412697537,0.279639835,1,0,0,1,0
11.4374649,2.221178355,0.295019859,1,0,0,1,0
51.30674118,0.209414351,1.928805575,1,1,0,1,0
6.304125264,1.5837201,5.596646363,1,0,0,1,1
38.43852841,2.665686969,0.163362268,1,0,0,0,0
255.8592149,16.97387473,0.377380883,1,1,0,1,0
21.50517808,0.523552884,3.240234656,1,1,0,1,0
6.267294628,1.929686864,0.353680194,1,1,1,1,0
16.49864169,3.51251957,0.403738922,1,1,0,1,0
7.997034407,7.692539127,2.84516925,1,0,0,0,0
5.179755864,0.097142765,0.277219037,1,1,0,1,0
9.593637164,77.43987935,0.080127939,1,0,1,1,0
8.099941872,0.053434195,0.873326927,1,0,0,1,0
29.14625108,0.202710164,1.805021063,1,0,0,1,0
316.2469557,0.005765727,0.695103973,1,0,0,1,1
135.9788468,10.41300265,2.092716285,1,1,1,1,0
20.18777276,28.21635129,0.458716725,1,1,0,1,0
7.425582156,2.319240307,3.747777319,1,0,0,1,0
1.020762801,4.488312132,0.43931212,0,0,0,1,0
56.48328981,1.025608771,1.246192481,1,0,0,1,0
3.078752911,0.91714658,0.708187157,1,0,0,1,0
23.67013781,0.092502936,0.719718029,1,0,0,1,0
4.80876313,0.095442317,0.977588844,1,1,0,1,0
61.16129147,1.95495595,7.889020882,1,0,0,1,1
2.577832956,1.14056868,1.397740454,1,0,0,0,0
2.191866222,15.46650035,0.958482897,1,1,0,1,0
11.86024351,0.425789807,0.163819223,1,1,0,0,0
515.2383572,24.20121894,1.060572368,1,1,0,1,0
1.133875581,1.976562423,8.349370941,0,0,0,0,1
2.594801133,0.469877469,13.83070668,1,1,0,1,1
9.079817556,0.161653977,4.835547554,1,1,0,1,1
7.683275356,0.656905161,1.186458242,1,0,0,1,0
7.183624931,0.342587735,2.094469951,1,0,0,1,0
2.380064067,2.74717671,1.131682235,1,0,0,1,0
2.498448606,3.940776443,0.501250705,1,0,0,1,0
6.166564431,3.678986145,4.311882028,1,0,0,1,1
31.07972464,1.662696072,1.980971988,1,0,0,1,0
2.620315092,3.017775588,0.488922802,1,1,0,1,0
16.62566341,8.078450785,2.652498615,1,0,0,1,0
80.2210701,10.58936915,0.470626372,1,0,0,0,0
42.33319255,0.231111689,3.448986022,1,1,0,1,0
16.6470891,1.230513528,6.355007671,1,0,0,1,1
11.1523383,0.206922876,9.234325487,1,0,0,0,0
25.80351733,0.136119036,0.512876905,1,0,1,0,0
34.05852767,13.00896173,3.111897949,1,0,0,1,0
27.11388929,1.423296943,0.895284338,1,1,0,0,0
9.677802343,0.131341943,0.388344949,1,0,0,1,0
3.505722481,6.902963782,0.707863809,1,0,0,1,0
1.733077069,0.065417873,0.140579772,0,1,0,0,0
32.56159645,0.216913823,3.796324158,1,1,0,1,0
1.403316367,3.707806423,0.878684643,0,0,0,1,0
44.57711049,35.23494488,1.122418993,1,1,1,1,0
12.72151232,2.84913889,0.991400333,1,0,0,0,0
199.4580481,0.101847104,1.06733427,1,1,0,1,0
9.183587351,10.52440905,0.363550941,1,1,0,1,0
11.46580921,0.434245332,1.391858347,1,1,0,1,0
8.601645909,0.065874291,0.310010808,1,0,0,1,0
3.737355179,1.240146871,0.432161327,1,1,0,0,0
2.783220226,1.272072302,0.718273279,1,0,0,1,0
21.8782771,0.343420952,0.17837737,1,0,0,0,0
29.47145962,0.287466909,1.190332333,1,0,0,1,0
9.706641881,6.363553848,0.245512691,1,0,1,0,0
95.60129466,1.598801289,0.213458593,1,0,0,1,0
0.93207779,8.871548903,21.8974319,0,0,0,0,1
12.26297179,0.120051078,1.923562191,1,0,0,1,0
5.528846441,6.83899859,0.129498314,1,1,0,1,0
14.18022346,8.608484752,0.809679829,1,0,0,1,0
0.658772057,4.461092899,0.900526105,0,0,0,1,0
3.96192291,12.55730585,0.196645542,1,0,0,1,0
18.95858955,3.104174145,0.227685704,1,1,0,0,0
22.85658349,0.679071685,0.415156679,1,1,0,1,0
3.627771329,0.014070778,0.122229778,1,0,0,0,0
3.36032627,0.096623733,0.294466953,1,1,0,0,0
0.700366175,0.068761031,2.908117361,0,1,0,0,0
0.224609368,0.088525738,0.370698925,0,1,0,1,0
13.96808559,0.392061648,1.168224104,1,0,0,1,0
17.15811046,5.900699384,1.359335472,1,0,0,1,0
13.27828079,2.483031216,0.434312664,1,1,0,0,0
8.59846116,0.949119744,0.328075328,1,1,0,0,0
9.139361292,2.106098965,0.767532742,1,0,0,0,0
33.78910417,2.324302289,0.713881207,1,1,0,0,0
3.588522201,0.195995944,0.316833607,1,0,0,1,0
136.2953532,1.185985667,1.301123928,1,0,0,1,1
7.947080482,1.1634006,2.656462684,1,0,0,1,0
29.92479159,1.223816753,2.221793176,1,0,1,0,0
64.91693123,1.374296571,0.413609382,1,0,0,0,0
11.79033671,23.38189249,0.380376041,1,0,0,1,0
30.89277537,0.364132939,1.526483085,1,0,0,1,0
11.9092888,2.566069566,1.201668761,1,0,0,0,0
51.96839347,9.492201368,2.396628284,1,0,0,1,0
46.17077252,0.569735228,6.400087485,1,0,0,1,1
7.19571425,0.241796986,0.303659937,1,1,0,1,0
19.05800148,5.194111231,0.842663028,1,1,0,1,0
0.90891453,7.643035163,2.285758884,0,0,0,0,0
3.074641871,21.33941111,1.72093114,1,0,0,1,0
75.06652982,0.183043797,0.238168076,1,1,0,1,0
2.909923514,4.289574911,3.32682251,1,1,0,0,0
1.511477127,2.141548053,8.787254483,0,1,0,1,1
16.3952707,0.191490418,6.079668018,1,0,1,1,0
3.000813961,0.272108998,0.77274751,1,0,0,0,0
19.06043784,0.129812046,1.421152143,1,1,0,1,0
2.120814141,60.43372365,1.89809889,1,1,0,1,0
8.766255764,0.164463452,2.255967834,1,0,0,1,0
49.54718478,5.900934269,0.928746868,1,0,0,0,0
97.95869551,2.128078267,0.287664623,1,1,0,0,0
28.20688684,1.316361884,1.062054465,1,0,0,1,0
2.196413814,4.558852696,2.853040811,1,1,0,1,0
1.6396881,1.76083177,3.178188968,0,1,1,1,0
11.53157895,0.223695863,1.162480765,1,0,0,1,0
26.78743876,6.980017232,0.867333413,1,1,0,1,0
83.29668139,4.313165545,0.615072358,1,0,0,1,0
30.55001197,1.177780423,2.507744614,1,1,0,1,0
4.05683642,0.433387097,2.823038788,1,1,0,0,0
8.497541548,3.799682451,2.226726521,1,1,0,1,0
4.208262636,0.001426081,0.686695,1,0,0,1,0
9.668442616,1.098224802,18.96506546,1,0,0,1,1
20.56008068,0.59258534,0.114650101,1,0,0,0,0
13.24731563,0.475346732,0.478654621,1,0,0,0,0
2.826660272,0.178237462,0.387167866,1,0,0,0,0
8.10697935,0.297005961,1.881369274,1,0,0,1,0
10.28312495,0.683649748,1.024118288,1,1,0,1,0
7.528605267,0.332537806,0.216445951,1,0,0,1,0
69.71953094,1.213019148,0.798551344,1,1,0,0,0
2.280354234,0.694643754,0.58326358,1,0,1,0,0
20.86573939,0.196269625,1.108138016,1,0,0,1,0
5.538533369,0.957198754,0.289715577,1,0,0,0,0
11.55940758,3.580446505,0.413348687,1,0,0,1,0
3.301755436,1.574957394,2.601239205,1,1,0,1,0
1.469227466,0.957525291,0.547602667,0,0,0,1,0
1.188029094,0.555395043,0.957719251,0,1,0,1,0
25.58281677,2.124197716,1.698528611,1,0,0,1,0
12.92111288,0.92716231,0.556022955,1,1,0,0,0
13.6021363,0.591073908,0.150887825,1,0,0,1,0
16.6068165,0.230372193,1.145668207,1,0,0,1,0
9.103690093,1.787533173,1.266928353,1,1,0,1,0
27.41209255,2.099866648,0.476441048,1,0,0,1,0
44.33394938,0.341435286,0.723273184,1,1,0,0,0
3.648695277,2.187224325,0.629606388,1,0,0,1,0
3.518997403,0.560047011,0.302404305,1,0,0,1,0
7.060406931,0.063828403,0.411474527,1,0,0,1,0
2.811563392,0.260952614,0.840353434,1,0,0,1,0
1.792934994,1.110428478,1.447866418,0,1,0,1,0
0.412920919,5.000532915,1.7099498,0,1,0,1,0
3.697001799,64.18158982,0.219909889,1,0,0,1,1
2.749338278,2.584714306,1.291730722,1,0,0,1,0
21.38638696,0.097488111,0.969285673,1,1,0,1,0
2.465862711,93.85837742,2.009538797,1,1,0,0,0
2.919990405,1.258158067,1.904794904,1,0,0,0,0
12.45330623,0.773825668,0.399579899,1,1,1,1,0
2.469240769,194.2810002,7.712773899,1,1,0,0,1
235.3742749,1.14341777,0.364137358,1,0,0,1,1
10.57027942,6.669890824,1.874801096,1,0,0,1,0
7.389264806,2.117358548,1.24068421,1,0,0,0,0
10.6084929,3.178806877,3.371003576,1,1,0,1,0
6.613550738,0.179296764,1.003022964,1,1,0,0,0
7.657626789,0.203313259,1.038230918,1,0,0,0,0
14.84400979,4.697104634,0.486446922,1,1,0,1,0
81.98693613,0.178550443,2.232142579,1,0,0,0,0
3.872217164,2.287249611,4.845059369,1,0,0,0,0
13.12750394,25.20532629,0.150998794,1,1,0,1,0
71.38343759,1.208594679,0.50675203,1,0,0,0,0
4.425015177,3.983834424,0.385066916,1,0,1,1,0
18.58046523,0.039801401,0.485287684,1,0,0,0,0
5.167980213,12.71786431,0.467003804,1,0,0,1,0
14.45867737,0.220313761,5.398293962,1,0,0,0,0
5.251250664,5.051471444,0.647503594,1,1,0,1,0
5.370576674,0.656657961,1.126166246,1,0,1,1,0
1.558742363,0.870326506,0.473659388,0,0,0,0,0
5.251428839,0.366972471,0.286602172,1,0,0,0,0
46.69871705,0.792731727,0.544434909,1,0,0,1,0
0.497569065,0.633123151,0.740237498,0,0,1,0,0
47.92943379,0.077942546,0.782714531,1,0,0,1,0
95.86503575,10.20037055,0.680169272,1,1,0,1,0
96.70746315,17.62050062,0.893053203,1,0,0,1,0
7.695857234,4.506946058,0.597334037,1,0,0,1,0
10.61293494,67.5506264,1.314037764,1,0,0,1,1
41.46179196,0.115706956,0.229987563,1,0,0,0,0
5.509502853,2.330711608,5.194999048,1,0,0,1,1
5.749584127,0.757457325,0.074862955,1,0,1,0,0
13.93654598,0.175767744,0.390700502,1,1,0,1,0
10.63499373,4.2723745,0.894836395,1,0,0,1,0
6.13385564,0.935115286,0.069391166,1,0,0,1,0
41.67609011,2.620769756,1.691612427,1,0,0,1,0
9.909456091,4.236604044,0.77041757,1,0,0,1,0
0.751865376,1.722486382,1.372299097,0,0,0,1,0
9.049059499,0.251389824,0.476212759,1,1,1,1,0
69.99612087,9.398520962,3.542619074,1,1,0,0,0
1.214710085,16.38857204,1.80361727,0,0,0,0,0
2.614680286,17.12399138,0.503768364,1,0,0,1,0
20.66658558,0.46098438,0.513266366,1,0,0,1,0
13.46581654,0.898553669,1.973723119,1,1,0,1,0
1.346224294,1.285592052,3.121609706,0,0,0,1,0
0.951315044,4.297474516,0.333461759,0,0,0,1,0
1.156534368,0.276275156,11.44546721,0,1,1,0,0
5.213440019,0.025116681,1.158099359,1,0,0,1,0
9.752973718,1.91863531,0.616595868,1,0,0,0,0
2.032613776,0.726729353,0.183016713,1,1,0,0,0
6.113397388,3.394467305,0.71685794,1,0,0,0,0
5.317328662,0.580624241,0.108607859,1,0,1,0,0
8.191881759,0.090907537,0.356088382,1,0,0,1,0
4.478106087,0.253244825,0.336704651,1,0,0,1,0
64.58692949,2.362448936,0.682640678,1,0,0,1,0
18.12176511,0.237063139,0.551906745,1,0,0,1,0
18.27935801,0.343678648,0.427306541,1,0,0,1,0
25.54393029,1.19386669,0.82846907,1,1,0,0,0
12.04446861,0.078491035,0.236378471,1,0,0,1,0
13.40582954,1.002606394,2.101208113,1,0,0,1,0
6.480568666,0.158600656,0.273725649,1,1,1,1,0
49.42876555,1.246633805,0.659829824,1,0,0,0,0
30.41959907,15.55014509,1.109482835,1,1,0,0,0
18.58295678,19.61014395,0.165034706,1,0,0,1,0
58.27599087,0.607178619,0.78139965,1,0,0,0,0
2.422285301,0.983464899,1.238295233,1,0,0,1,0
6.477905807,9.175054227,0.64252321,1,0,1,0,0
36.78075393,0.857256099,0.427192311,1,1,0,1,0
4.391566907,2.129894782,1.479927844,1,0,0,0,0
274.8770066,0.494803171,0.490697336,1,1,0,1,0
17.30353678,0.213516571,3.791784148,1,1,1,1,0
2.690924196,0.47112967,4.478396218,1,0,0,0,0
5.413374192,54.97963786,1.599333427,1,0,1,1,0
29.31261604,0.414401436,3.577094493,1,1,0,1,0
6.037218008,0.121634726,0.667788153,1,0,0,1,0
37.50909301,46.59786274,6.687116704,1,1,0,1,1
39.65979281,1.278665735,1.010018076,1,1,0,0,0
40.905685,19.49401067,0.064722938,1,0,0,1,0
2.022469917,2.197700889,1.013590081,1,0,0,0,0
175.6288512,0.23458523,1.942988977,1,1,0,1,0
58.64824404,0.670751966,0.201022763,1,0,0,1,0
19.16506078,0.218164856,5.095153703,1,0,0,1,1
9.648290911,259.3017123,0.335236405,1,1,0,0,0
2.423164494,0.093615043,2.444376503,1,1,0,0,0
3.242402918,10.18742094,1.879343744,1,0,0,0,0
19.038828,7.815918916,0.100389594,1,0,0,1,0
0.56044481,0.527364453,0.897250999,0,1,0,0,0
8.700949699,0.049174363,1.723816972,1,1,0,1,0
5.852071276,0.912181891,0.223428493,1,1,0,0,0
27.08994112,6.682717796,5.001098029,1,1,0,1,1
2.820027807,0.118390706,0.654951765,1,0,0,1,0
4.35254728,1.441813955,3.030922456,1,1,0,0,0
4.679085629,6.34062781,0.261894213,1,0,0,1,0
3.027923221,20.74871266,0.655626315,1,0,0,1,0
10.20682094,0.007352661,0.498641951,1,0,0,1,0
4.147479193,0.147827434,0.472762125,1,1,0,1,0
15.93288708,6.028909156,0.766435361,1,0,0,1,0
77.67580078,0.740208045,0.653054168,1,0,0,0,0
54.51604427,0.454165208,2.534620665,1,0,0,1,0
0.998025018,1.460221831,2.812355566,0,1,0,0,0
10.98630832,0.15782505,0.532440507,1,1,0,1,0
8.184752649,0.187082965,3.669606904,1,0,1,0,0
13.20738252,0.341988908,9.163911413,1,1,0,1,1
0.908984086,0.147426964,0.260485422,0,1,1,1,0
2.684907377,0.720544118,1.054572304,1,0,0,0,0
27.10039969,0.530358025,0.365141683,1,0,0,1,0
30.47175761,0.206497096,0.198272515,1,0,0,0,0
1.293718559,0.049394325,0.4612143,0,0,0,0,0
54.36765989,2.169638352,4.378326362,1,1,0,1,1
2.377922828,0.986343835,0.597297045,1,0,0,1,0
5.648443984,0.727234973,0.433525335,1,0,0,1,0
1.707414925,1.706645951,2.072175842,0,0,0,1,0
7.032721973,0.166599213,1.919820253,1,1,1,1,0
6.375038584,0.091888477,1.644747687,1,0,0,1,0
0.17923109,4.223348196,4.265178523,0,0,0,1,1
4.064136264,39.80387611,1.230101911,1,1,0,1,0
30.12614727,0.241537155,3.375990911,1,0,0,0,0
3.838461814,0.517081882,2.717644431,1,0,0,1,0
6.354651009,1.437220623,0.498846765,1,0,0,0,0
1.039792387,2.663504287,2.114181336,0,0,0,1,0
1.421913853,3.70729794,0.472170145,0,0,0,1,0
0.43487169,3.549250443,0.44594732,0,0,0,1,0
0.99747936,0.271567745,2.491804463,0,0,1,0,0
3.428794442,0.526921068,0.11723583,1,1,0,1,0
8.105667617,0.939332216,0.743234766,1,1,0,1,0
4.37927013,3.594139398,6.665615396,1,0,0,0,0
15.98152338,0.465781189,0.437773183,1,0,1,1,0
1.496530916,1.192847473,0.280397076,0,0,0,1,0
38.96519998,0.870941614,0.351201796,1,1,0,0,0
6.941367873,0.544487019,3.005011558,1,0,0,1,0
5.46397695,0.43105649,1.991330605,1,0,1,1,0
10.23872708,7.955363852,0.721960617,1,1,0,0,0
19.2859454,1.112056711,2.252867966,1,1,1,1,0
34.07218124,0.098929059,0.459812588,1,0,1,0,0
11.96123052,1.119505491,0.563109811,1,0,0,1,0
6.979374687,0.536301864,1.68850849,1,0,1,0,0
19.07557383,0.233063973,0.226495004,1,1,0,1,0
6.912651748,0.947192517,0.529777538,1,1,0,0,0
6.377883891,0.198929491,1.693952156,1,1,1,1,0
37.76069879,3.707101439,1.047915509,1,0,0,1,0
3.973148565,2.757901018,0.14087954,1,1,0,1,0
49.7272468,0.245905547,5.196130516,1,1,0,1,1
6.173015663,5.918953581,0.123137714,1,0,1,1,0
3.019978549,0.108618443,0.330257841,1,0,1,1,0
35.10914302,1.987951616,0.732877438,1,1,1,1,0
8.740821784,0.572743595,3.24120374,1,0,0,1,0
8.909484047,5.460041728,0.711062832,1,1,0,1,0
0.295812531,0.129767482,0.969838686,0,0,1,0,0
4.47881281,0.809250215,1.058518141,1,0,0,1,0
17.8477521,1.406995185,0.608149644,1,0,0,1,0
39.59881155,0.23195139,2.734203558,1,0,0,0,0
43.81362949,0.127998318,1.734402792,1,0,0,1,0
39.37942463,8.985975644,0.88445813,1,1,0,1,0
3.447087074,4.829598167,0.29731421,1,0,0,1,0
7.641844915,0.537782128,0.83820429,1,0,0,0,0
16.73917925,0.183131425,0.576063549,1,0,0,1,0
39.17151165,0.659534716,10.35242575,1,0,0,0,0
2.546789815,2.630650569,1.012734224,1,1,0,0,0
9.830587284,20.0076841,2.116706101,1,0,0,0,0
5.692938395,1.246815518,0.742041949,1,1,0,0,0
7.963395914,0.39959737,1.057866159,1,1,0,1,0
19.94967289,0.987776223,1.725271072,1,1,0,1,0
38.13355746,36.44461026,1.429959122,1,0,0,1,0
